sample_id,class_id,class_name,species,split,sha256,path
breed-16-sample-03,16,Havanese,dog,train,3980a3ffe67dd63e5c9bebdd0b9940e03bf16f7c36e13f62ca68299bff981966,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-16-sample-03.png
breed-16-sample-04,16,Havanese,dog,validation,ad45618cae6cf8d7a11f55e5dee5988b46d44010ed7fe1427336e4dd23f76836,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-16-sample-04.png
breed-16-sample-05,16,Havanese,dog,validation,209a94f9be26658dfb1dadaddf3b3104ff2ba5ef5ed45c099b94c25feff2f916,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-16-sample-05.png
breed-17-sample-00,17,Japanese Chin,dog,train,ebc0fc5043a9d0d6a67fc60cef216134362e78580c58994bdaca0040ba72efe3,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-17-sample-00.png
breed-17-sample-01,17,Japanese Chin,dog,train,3291fe776d2c56d546701b296ca93e25121f0508c57e3c96247823a7bb9027f1,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-17-sample-01.png
breed-17-sample-02,17,Japanese Chin,dog,train,da7c1f9bd1a5b6fc37550871a624fb5dfec46614cb96cbb60dbd0def4f5b7c73,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-17-sample-02.png
breed-17-sample-03,17,Japanese Chin,dog,train,8f4d44091ecf0d3bc381f696e60ad029a99518c9a6aa57dbc1efba55bf0bd16e,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-17-sample-03.png
breed-17-sample-04,17,Japanese Chin,dog,validation,8e2b22c42e4c9566c154bdbcd798ce86914b8c981e515602e31c5e4d51251fb2,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-17-sample-04.png
breed-17-sample-05,17,Japanese Chin,dog,validation,3664061dcf5ed83f18a5ecb3553e314fdf83190457143fa6298c59f0c031964a,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-17-sample-05.png
breed-18-sample-00,18,Keeshond,dog,train,641da636f72bdbfe55d4c82769bb1e4babbe20b42d12648203ace97a08dbc275,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-18-sample-00.png
breed-18-sample-01,18,Keeshond,dog,train,3c4dd5ef0ac3edb42c7d4651133264bfa8ba45b24029dab005dbf9b4320cbec5,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-18-sample-01.png
breed-18-sample-02,18,Keeshond,dog,train,ba32f7c489341eea633c11c9ae0730d4c25c175ba2a52886c9c72bee8a65a313,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-18-sample-02.png
breed-18-sample-03,18,Keeshond,dog,train,ffb63f40605856f20c31102e0292fe3a3ef5e7e24ea69f064fe75c4c3040540a,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-18-sample-03.png
breed-18-sample-04,18,Keeshond,dog,validation,a522abaa1216fa49d147ea4c3119cb6221dd8af607b0591b9999cb8f203c6fc6,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-18-sample-04.png
breed-18-sample-05,18,Keeshond,dog,validation,977a86c73c8a61f3d27a2213ae4ab0501fe8561eedc54886083ba6b2dda6da8a,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-18-sample-05.png
breed-19-sample-00,19,Leonberger,dog,train,0e5a9838571a02e93e6223f8a46faed8a58be1b1a92e9c72ba42960d1e2382f8,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-19-sample-00.png
breed-19-sample-01,19,Leonberger,dog,train,d276348653a5e39b7567852f8499a3a41096a68542152ee6fbd0bd3142b3b995,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-19-sample-01.png
breed-19-sample-02,19,Leonberger,dog,train,646b61cb22f014f8cce9842a7e02cbdde429abbf20ff4b401cde19ee84fe3a28,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-19-sample-02.png
breed-19-sample-03,19,Leonberger,dog,train,2c0dc48cc8f99daf4f2234eb61ea327d98fd72a4a121f62c9943c0dc981a2657,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-19-sample-03.png
breed-19-sample-04,19,Leonberger,dog,validation,45b8a3e81a341efe956a7ce2ed1085f16aed08022b0dcbe341a88bdb2ee8d3a7,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-19-sample-04.png
breed-19-sample-05,19,Leonberger,dog,validation,d54c67e9d01ac91d60fd65879bd05900bf74e79815d01f2778bcbff1141ec0a7,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-19-sample-05.png
breed-20-sample-00,20,Maine Coon,cat,train,855945885239e8f2ce090f27810c5735f4320206b13fb8dde501affe27f0febb,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-20-sample-00.png
breed-20-sample-01,20,Maine Coon,cat,train,5df21f2f9b105559f187bceaad06e35d34ce71f0d1a0496a9db75e093d0b7ca1,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-20-sample-01.png
breed-20-sample-02,20,Maine Coon,cat,train,7dbd0e704758e1da0295f89beb3053f6e13764b03fe95a877cfe9c5baef7e090,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-20-sample-02.png
breed-20-sample-03,20,Maine Coon,cat,train,0895df8930098ad434d86d20f37323a21f726d501b3f6bfab5e42a7ba158c34f,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-20-sample-03.png
breed-20-sample-04,20,Maine Coon,cat,validation,776e9f43772b0a9cb4007edad8e3c6b7bb577f33a3d3edae93110eecfacca64a,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-20-sample-04.png
breed-20-sample-05,20,Maine Coon,cat,validation,6db21a205d9fadbc43e0f907b06a4264a6e09325aa4af1311c71acdbf7d3748f,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-20-sample-05.png
breed-21-sample-00,21,Miniature Pinscher,dog,train,4d1e7af56e4e049e2bb7fe9652b3280f413e83219e38585fc8ef8a2b61a7b713,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-21-sample-00.png
breed-21-sample-01,21,Miniature Pinscher,dog,train,c2f277d8b1d2e29eee0080d3d3e258603ac8d1ea216dc35a2a85bfa715adee6a,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-21-sample-01.png
breed-21-sample-02,21,Miniature Pinscher,dog,train,4edf8fd153363035f6fde3466eb87a9e2c4eb25cb968a723c7d7441cbfd2c5c5,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-21-sample-02.png
breed-21-sample-03,21,Miniature Pinscher,dog,train,4d345e3f1bd1efaa95862517c9694c1b31c4c5391b1883777dca6fa3077b31ef,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-21-sample-03.png
breed-21-sample-04,21,Miniature Pinscher,dog,validation,92d5cb108ab98376845dcfd50bdbb32f8dc78bffd79847d92921443866a69c81,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-21-sample-04.png
breed-21-sample-05,21,Miniature Pinscher,dog,validation,e5b5a8e0267fe938bbc643dc2078a40884c1a4d9c93a53f890adaa4b91da9c8f,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-21-sample-05.png
breed-22-sample-00,22,Newfoundland,dog,train,41e5a93c4d2d9ed695996de9c2cd15fb903360dd7f1a93136a895102255e8ad7,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-22-sample-00.png
breed-22-sample-01,22,Newfoundland,dog,train,491867577b73fe1e94fbf3ba55a3cc85c815b4bbb77c51e432b1d5daae791963,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-22-sample-01.png
breed-22-sample-02,22,Newfoundland,dog,train,de3062e65d47d0b5aa8d07e1ed9c1bd09ad54b53975c9508670bfd61102672fa,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-22-sample-02.png
breed-22-sample-03,22,Newfoundland,dog,train,1b7890837350ab132091f114e9b46c27d46686949514d89506ab1c7647d55100,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-22-sample-03.png
breed-22-sample-04,22,Newfoundland,dog,validation,d0dc9b9dd7a64259d179c841a6c396ef82ca0663ab04f8371f6c155912ceaad2,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-22-sample-04.png
breed-22-sample-05,22,Newfoundland,dog,validation,37e60136d7c2bf1725698d14ee0e6f60e24e7707d535518f2b7469f5cc992c9c,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-22-sample-05.png
breed-23-sample-00,23,Persian,cat,train,01166e496ee5123b68b69cf786850105350614d46a1074e45bc1742e9a9a1c8b,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-23-sample-00.png
breed-23-sample-01,23,Persian,cat,train,c90e570d0e9f6eeeb7e2d4ccf21d9e7df192c6a0e5d687068d1ab79b9c8d6f8c,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-23-sample-01.png
breed-23-sample-02,23,Persian,cat,train,c110effa93a2f23443b03bef820a63019bf6bfcb7b955bf1df9b7065e7113b85,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-23-sample-02.png
breed-23-sample-03,23,Persian,cat,train,91109159b956c934c7e6ac4f18372d94b5644ede5ee9f7c3e1968c24791c430f,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-23-sample-03.png
breed-23-sample-04,23,Persian,cat,validation,04c252d4aa3fde9e792ae01b88f76b7f6e41beb98913e0f0f50ab62ea766b43c,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-23-sample-04.png
breed-23-sample-05,23,Persian,cat,validation,a2d807ab3fd616c5ee74cf8556b74b3013a7fe51a04f1591f55188f6dc1fbf58,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-23-sample-05.png
breed-24-sample-00,24,Pomeranian,dog,train,a523f8e0d70a36a407011da7304551953a35f496edd83873a1abc553d7772034,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-24-sample-00.png
breed-24-sample-01,24,Pomeranian,dog,train,013fa342e9ed5552787686ba484d7bb9a737ddc795f2efb542c181e1bf22dd1d,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-24-sample-01.png
breed-24-sample-02,24,Pomeranian,dog,train,51850e4dac738e6dcf8b534b2870062331a8f7a6655f00b291e66f855e576848,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-24-sample-02.png
breed-24-sample-03,24,Pomeranian,dog,train,a6b7d0ae928e941492dfbd3737bfbe03671ee1d0a12222046e18c7697a4c2d1d,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-24-sample-03.png
breed-24-sample-04,24,Pomeranian,dog,validation,bad4154372249008e575e507cca06e860ff161be40755cc24027e2d472a2cf97,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-24-sample-04.png
breed-24-sample-05,24,Pomeranian,dog,validation,25db40a2a731b3eadbe41f3be1fe7885d454683ceda4fc0eb80eb0036c20fdd4,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-24-sample-05.png
breed-25-sample-00,25,Pug,dog,train,c8b9d131fd2e4d35dc8e20635736ea62af7aa44ab15dd793efc1cb7e138af8dc,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-25-sample-00.png
breed-25-sample-01,25,Pug,dog,train,ce6e98381c35c10225fe926407c5dcc011b81c6312c0509bc36bcc685d3e8388,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-25-sample-01.png
breed-25-sample-02,25,Pug,dog,train,fae3248f40c5faea534413e438b1e543143213fd822177d07ee83f4176d5e5bb,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-25-sample-02.png
breed-25-sample-03,25,Pug,dog,train,0dbf1de1c404387d43f17eb0c2d2b67de0edbdade620fb8571998732c231de8b,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-25-sample-03.png
breed-25-sample-04,25,Pug,dog,validation,0b3cf174a3bab6ee27c3098f01364faece69ffc3b766b99d4b3a1bf57fa7b32b,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-25-sample-04.png
breed-25-sample-05,25,Pug,dog,validation,67c30dd80d144f2529460253ffba30f945fa3f0c0e8acb065a09c99cd2792d13,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-25-sample-05.png
breed-26-sample-00,26,Ragdoll,cat,train,feb0b3c957f6f7d6324f8366eecdad4fa3996fc087a6720574808acda6a2cca7,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-26-sample-00.png
breed-26-sample-01,26,Ragdoll,cat,train,ebd5d0958f78737aa5449e7cad838c55e4cf31dca2f73981ed9011b47c5d4083,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-26-sample-01.png
breed-26-sample-02,26,Ragdoll,cat,train,737cca7645ec5a29647d7aea87363940d09de4a31dba160814dbb0b9af9a30d3,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-26-sample-02.png
breed-26-sample-03,26,Ragdoll,cat,train,1149849509ff0087cc46ffab92e9dc7cd4afd6cf1bcff4a9b9771275806056bd,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-26-sample-03.png
breed-26-sample-04,26,Ragdoll,cat,validation,625db011dda033b2374896dcc68430d58afdd3af654a3bc89f35b43ae05eb05a,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-26-sample-04.png
breed-26-sample-05,26,Ragdoll,cat,validation,13b112216b41ed40bef3bba4aab72bf322c1386dd6a85c13be3fecd9ab0f0bbc,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-26-sample-05.png
breed-27-sample-00,27,Russian Blue,cat,train,9ad2f98f61e760f9275810345be3d7a6e704de621b7f2d221b5aa5c1a040bcbe,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-27-sample-00.png
breed-27-sample-01,27,Russian Blue,cat,train,3813242a62f6a5746bc2292456d9f07afa10c9fdbd084715aa12af982396f504,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-27-sample-01.png
breed-27-sample-02,27,Russian Blue,cat,train,569736087a6a1c7bcebfd6426978974768a69ec1c972cfffa9dc1affa1ba5d07,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-27-sample-02.png
breed-27-sample-03,27,Russian Blue,cat,train,a25ba19d73ea2d7c5671414ce41d404ea030902545c3a721e5cc117659d839f2,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-27-sample-03.png
breed-27-sample-04,27,Russian Blue,cat,validation,96494a64a06e73e7fe0381524ee3da335ee40e9d45673004501824eabde5feab,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-27-sample-04.png
breed-27-sample-05,27,Russian Blue,cat,validation,4ffcd7500b318203774c1cbc254719904a92a2be83d12ed1de1e6c5efffd3166,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-27-sample-05.png
breed-28-sample-00,28,Saint Bernard,dog,train,d51f20cd708382c5b3cbd73acdd2143ef1833bf4913e757c2626f8939a3f7b15,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-28-sample-00.png
breed-28-sample-01,28,Saint Bernard,dog,train,a9973f8441573d4992bd28cf08caa653b3360aea4a90943af082a111bb9db6b0,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-28-sample-01.png
breed-28-sample-02,28,Saint Bernard,dog,train,e21eb8b507d8647dfebd68e5f19fb35f5b26152d77166f1e20768c0174542227,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-28-sample-02.png
breed-28-sample-03,28,Saint Bernard,dog,train,ea127810018c82806b6a4fbbffc175eef9b3afc8a137604c3c44441eb98425f6,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-28-sample-03.png
breed-28-sample-04,28,Saint Bernard,dog,validation,ab6cb0d6d59bca76cb586460a9b0dc904e119c9635f15673bd8aeb39813992c5,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-28-sample-04.png
breed-28-sample-05,28,Saint Bernard,dog,validation,916d82d9282f2ef807cfe777c2a598bd3433356bce559dfa91bbeb2ef9cbc19b,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-28-sample-05.png
breed-29-sample-00,29,Samoyed,dog,train,4e6b7b5bd8d521b3fd25366687277db03abe95a6545d7d389610cf09e667cd1a,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-29-sample-00.png
breed-29-sample-01,29,Samoyed,dog,train,cfbfc10572b08bb94bc2e57f1dadc428fc86d862ec8d09a738b038e8cf9be5ce,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-29-sample-01.png
breed-29-sample-02,29,Samoyed,dog,train,190007a0a850d132d780085597748ddece56a0d2959f1bee4591c29a42c8f821,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-29-sample-02.png
breed-29-sample-03,29,Samoyed,dog,train,6339af44708ecdbb35b35cb2a7306f4f5434489883bd9322d3ea63440b153061,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-29-sample-03.png
breed-29-sample-04,29,Samoyed,dog,validation,b3f06fa32dddf5c4ef0911ef66c9a2c02bd5869a9202574522c0a5e35fc4ebf8,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-29-sample-04.png
breed-29-sample-05,29,Samoyed,dog,validation,dc74d235abcf9b70f2aea1ccce16ebc4de6574eff1670687d5fca8bd4a6ad5a2,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-29-sample-05.png
breed-30-sample-00,30,Scottish Terrier,dog,train,df528c16b5838c4cf5ddbda011944ccd0d697e870d76f049ca700cb951dd3d64,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-30-sample-00.png
breed-30-sample-01,30,Scottish Terrier,dog,train,c82fdf63780cd7055a82150b6ec54408472cc49ed49a3110fa70c58142b5b7e6,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-30-sample-01.png
breed-30-sample-02,30,Scottish Terrier,dog,train,285cfc4f34e9f97981660f41c9480de86b2a62e92ff966a9efc232c48494170a,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-30-sample-02.png
breed-30-sample-03,30,Scottish Terrier,dog,train,0328b2866c77df4c50a3e2a43bbd13b8aced2c1f5717bddc63f286b52bd531b2,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-30-sample-03.png
breed-30-sample-04,30,Scottish Terrier,dog,validation,5274ca414e68c90313c730927206bc959520d847b13989fcd6a6116f93a09d34,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-30-sample-04.png
breed-30-sample-05,30,Scottish Terrier,dog,validation,82600771aff2cabd35eab2df82abf40d21d9018c1d4db7f1347bb42f2bd4e310,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-30-sample-05.png
breed-31-sample-00,31,Shiba Inu,dog,train,8af0b4c20e2c47ddde3fc378cc06395a5f3b10de69e5968f298796ccd10833a2,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-31-sample-00.png
breed-31-sample-01,31,Shiba Inu,dog,train,6c7516f0b904971fea0fd5d43265f5d29cc0be48ca41962b73f00ee10a45fca3,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-31-sample-01.png
breed-31-sample-02,31,Shiba Inu,dog,train,f5c5823e512271ab0bd71e5483439ca13151995c887a5b9966e229e7a47f9439,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-31-sample-02.png
breed-31-sample-03,31,Shiba Inu,dog,train,83cc7b7d48e32ccb174a43f76e078778c9c5e126b2310f09fe10bb7488b1ef90,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-31-sample-03.png
breed-31-sample-04,31,Shiba Inu,dog,validation,6d260dae1df528d81e3511ce8b501302f99324b6f8ede1a7b8169f8f4ffba299,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-31-sample-04.png
breed-31-sample-05,31,Shiba Inu,dog,validation,2cbd0ea64024dcdc86da10ace609c541088b1f47701bafd289d3e9ff88870eaf,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-31-sample-05.png
breed-32-sample-00,32,Siamese,cat,train,c220bdeb4086852fba3303122e5a54c17200872996c8eab68e4eb70edc51d5dd,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-32-sample-00.png
breed-32-sample-01,32,Siamese,cat,train,ee56a325a275d3b54ffde7d01356d36eaf7cb668e6949cb85d7f138086d5d903,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-32-sample-01.png
breed-32-sample-02,32,Siamese,cat,train,c71ff8ed236cc4d83b3852fc6aa23e0659f8718ecf75cb6026532767c9d41cd6,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-32-sample-02.png
breed-32-sample-03,32,Siamese,cat,train,5ffc2337b22128e0b19aacbadb171e4edb878f0742ca8e28beed6d1f4d420a85,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-32-sample-03.png
breed-32-sample-04,32,Siamese,cat,validation,5300c327dfc9fcbe6265248f5dbffab5c4a8a1f70c9219ff7cd0fdd0753d5301,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-32-sample-04.png
breed-32-sample-05,32,Siamese,cat,validation,b2122206698921c693ca97ebeb3c5fa0d67f870ddec5064ee935f8d8fa689872,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-32-sample-05.png
